"ahe","age","female","bachelor"
14.70588,26,1,1
17.78846,28,1,1
9.5,32,1,0
30.76923,33,0,1
10.57692,26,1,1
32.05128,33,0,1
19.23077,25,1,1
19.23077,31,0,1
6.993007,26,0,0
38.46154,26,0,1
12.01923,30,0,0
8.8,29,1,0
10.75,26,0,0
9.615385,30,0,0
16.34615,31,1,1
24.03846,33,1,1
17.94872,28,0,1
9.6,25,0,0
23,27,1,1
16.34615,34,0,0
6.632653,34,0,0
9.615385,33,0,0
17.30769,25,0,1
14.88095,33,1,1
9.265735,29,0,0
12.01923,29,1,0
12.01923,29,1,1
16.82692,28,0,0
35.57692,33,0,1
9.086538,27,1,1
7.692307,25,1,1
12.95442,31,0,0
16.82692,28,1,0
14.90385,30,0,1
19.23077,31,1,1
13.46154,25,0,0
10.57692,34,0,0
12.5,30,1,0
14.90385,28,0,1
11.37821,28,1,1
10.3,31,1,0
19.71154,28,0,1
13.73626,25,1,1
19.23077,32,1,1
7.692307,34,1,0
19.23077,27,1,1
24.96364,27,0,0
5.85,34,1,0
24.18885,29,0,0
23.07692,27,0,1
27.35043,33,0,1
7.211538,25,0,0
7.211538,29,0,0
12.5,34,0,0
16.82692,31,0,1
8.365385,31,0,0
6.923077,29,1,0
7.294117,30,1,0
19.23077,32,0,0
21.63461,33,1,1
26.96154,25,1,1
36.05769,29,0,1
19.23077,30,1,0
16.02564,34,1,0
15.96154,31,1,1
13.51351,31,1,0
4.327885,34,1,0
11.42857,31,0,0
25.96154,25,0,1
17.78846,31,1,0
20.19231,26,0,1
20.51282,27,0,1
9.134615,29,1,1
12.39316,28,1,1
7.211538,25,0,0
7.336538,31,1,0
10,32,0,0
22.18935,29,0,1
9.214744,26,0,0
13.46154,33,0,1
17.69231,29,1,1
20.19231,30,0,0
16.48352,34,1,1
16.82692,25,0,1
10,29,0,0
6.545455,28,1,1
16.10577,27,1,1
38.46154,30,0,1
29.91453,30,1,1
16.82692,28,1,1
10.09615,28,0,1
57.69231,32,0,1
9.615385,27,1,0
28,32,0,1
24.03846,32,1,1
21.63702,34,0,1
31.25,32,0,1
8.173077,28,1,0
17.30769,29,0,1
14,30,0,0
14.74359,34,0,1
28.64664,26,1,1
34.61538,30,0,1
23.07692,31,1,1
6.666667,34,0,0
17.30769,30,0,0
12.01923,32,0,0
20.08547,33,0,1
24.03846,29,0,1
12.98077,28,0,0
16.82692,29,0,0
8.791209,29,1,0
7.115385,32,0,0
10.25641,30,1,1
7.211538,30,0,0
8.391608,28,0,0
12.01923,31,0,0
12.08791,32,0,0
9.230769,32,0,0
10.625,29,0,0
12.98077,33,1,1
18.37607,28,0,0
12.01923,29,1,1
14.5,30,0,0
11.31971,31,1,0
13.62179,26,1,0
7.75,26,0,0
14.42308,30,0,1
8,33,0,0
15.69859,30,0,0
12.63736,29,1,0
27.88461,33,1,1
17.09402,29,1,1
19.23077,29,0,1
10.25641,29,0,0
10.25641,26,1,1
10.57692,34,1,0
8.01282,32,0,0
14.90385,26,1,0
9.230769,27,0,0
12,28,0,0
14.68532,31,0,0
12.01923,28,1,0
36.05769,33,0,0
14.5,32,0,0
14.07129,27,0,1
12.58741,28,0,1
15.44423,32,0,0
10.61699,28,0,0
17.78846,27,0,0
19.61539,29,0,1
5.769231,32,1,0
14.42308,26,1,0
9.615385,26,1,0
14.42308,28,0,0
16.23932,33,1,0
8.241758,29,1,0
11.05769,28,0,0
19.23077,26,0,1
7.796258,33,1,0
21.67832,34,0,0
12.01923,31,1,0
9.077272,26,1,1
28.84615,27,0,0
32.21154,31,1,1
8.653846,33,1,0
14.42308,33,0,0
17.48252,30,0,0
12.01923,29,1,1
46.15385,34,1,1
15.86539,27,1,0
11.05769,28,0,0
8.413462,25,0,0
10.09615,26,1,0
19.71154,29,0,0
6.410256,34,1,0
10.48951,34,0,0
5.494505,25,1,0
17.75148,27,0,1
14.42308,32,0,0
7.692307,32,0,0
11,27,0,0
13.94231,33,1,0
22.59615,34,0,0
16.25,29,0,0
22.22222,34,1,0
18.31502,30,0,0
12.33672,33,1,0
14.73373,26,0,1
21.97802,30,1,1
14.42308,31,1,1
7.122507,33,1,0
15.38461,34,0,0
6.730769,26,0,0
10.09615,27,0,1
7.5,26,0,0
19.37984,28,1,1
33.65385,32,0,1
12.5,29,1,0
26.92308,30,0,1
25.76923,27,1,1
11.25,25,0,1
7.692307,26,1,1
10.98901,29,0,0
11.76471,27,0,1
8.333333,26,1,1
15.38461,33,0,0
28.84615,29,0,1
33.65385,33,0,1
6.923077,25,1,0
7.5,26,0,0
13.62179,33,0,0
11.53846,32,1,0
10.25641,30,0,1
16.82692,30,1,1
19.23077,33,0,0
14.4,33,1,1
12.82051,31,0,0
14.28571,30,1,0
17.78846,26,0,0
12.25961,26,1,1
16.14011,28,0,0
8.173077,25,1,1
20.27027,29,1,1
15.38461,28,0,1
13.28671,34,1,1
31.25,33,1,1
16.82692,32,1,1
11.53846,32,1,0
14.42308,33,1,1
12.98077,34,1,1
28.84615,31,1,1
46.15385,34,0,1
21.15385,30,1,1
14.95726,28,1,1
9.245563,29,1,0
6.410256,31,1,0
21.66667,31,0,0
25,31,0,0
26.44231,33,0,0
13.94231,32,0,0
3.205128,34,0,1
9.586218,34,0,0
17.30769,29,0,0
11,25,0,1
33.65385,32,0,1
10.57692,32,1,1
15.38461,31,0,0
14.42308,31,1,0
9.615385,25,0,0
19.23077,27,0,1
20.08928,30,0,0
15.38461,31,0,0
28.84615,31,0,0
8.076923,32,1,0
11.05769,31,1,0
26.44231,29,0,0
21.15385,32,0,0
11.53846,27,0,0
14.42308,27,0,0
7.403846,29,0,1
8.173077,34,1,0
17.75989,34,1,1
20.98776,34,0,1
22.59615,27,1,1
31.25,34,0,0
19.23077,32,0,0
21.63461,25,1,1
20.94017,32,1,1
21.36752,26,0,1
25.64103,32,0,1
12.01923,30,0,1
14.42308,26,0,0
17.88909,31,1,1
6.410256,31,0,0
19.23077,25,0,0
16.66667,34,0,0
10.76923,34,1,0
16.82692,34,0,0
12.5,33,1,0
30.28846,33,1,1
14.90385,26,1,0
7.211538,27,1,0
40.38462,34,0,0
14.42308,30,0,0
12.01923,33,0,0
12.01923,25,0,1
8.333333,31,1,0
13.46154,25,1,0
7.211538,34,1,0
18.62745,25,0,0
5.263158,29,1,0
19.23077,34,1,1
16.82692,27,0,1
14.42308,25,1,1
6.490385,28,1,1
13.17308,27,0,1
17.30769,30,1,0
9.134615,27,1,0
9.5,32,0,0
13.49024,26,0,0
15,27,0,0
25,31,0,1
24.03846,27,0,1
25,31,0,1
7.932693,34,0,1
12.5,34,1,0
41.94991,32,0,1
11.36752,30,0,0
21.06227,27,0,0
8.990385,34,1,0
10.25641,27,1,1
16.66667,34,0,1
24.03846,25,0,1
17.5,29,0,1
32.21154,34,1,1
5.288462,29,1,1
8.119658,26,0,0
39.42308,34,1,1
8.741259,31,0,1
10.57692,28,0,0
37.01923,30,1,1
51.92308,32,0,1
8.01282,34,0,0
14.42308,29,1,0
9.5,26,0,0
10.09615,31,0,1
19.23077,26,1,0
25.08361,32,0,0
19.23077,26,0,1
43.35664,34,0,1
9.615385,33,0,0
16.82692,31,1,1
14.42308,28,1,1
14.42308,31,1,0
23.50427,31,1,1
12.00481,28,0,0
10.9375,28,0,1
12.98077,32,1,1
12.01923,29,0,0
12.5,34,1,0
12.18462,25,1,0
12.01923,34,1,0
25,29,0,1
8.173077,26,1,0
6.538462,34,0,1
7.211538,32,1,0
9.615385,33,1,0
26.44231,25,0,0
16.06394,30,1,0
19.23077,31,0,0
5.769231,26,0,0
10.09615,30,0,0
9.615385,26,1,0
15.38461,29,0,0
19.23077,34,1,0
15.73427,25,0,0
24.03846,27,0,0
25,30,0,1
19.23077,33,0,1
18.50961,29,0,1
17.30769,34,1,1
12.01923,29,1,1
9.380863,29,1,1
27.88461,26,1,1
11.53846,30,1,1
18.75,31,0,0
17.62019,34,1,1
9.807693,29,0,0
12.93706,25,0,0
25.64103,33,0,1
14.42308,26,0,0
24.03846,31,0,0
7.211538,28,1,0
33.65385,32,0,1
23.71795,32,1,1
12.98077,30,0,0
4.807693,29,0,0
11.05769,27,0,0
12.98077,26,1,0
11.05769,28,0,0
13.63636,34,0,1
36.05769,33,0,1
24.03846,34,0,1
16.34615,27,1,0
48.07692,26,0,1
21.97802,32,0,0
11.92308,32,0,0
9.615385,32,1,0
20.19231,31,1,0
12.30769,30,0,1
6,33,1,1
18.26923,29,1,1
12.01923,34,1,1
10.68376,26,0,0
15.59252,33,1,0
18.21862,29,1,1
14.42308,30,1,1
9.615385,30,1,0
5.769231,25,0,0
12.23776,29,0,0
11,25,1,0
12.01923,34,0,0
16.82692,31,0,1
21.63461,28,0,0
6.394231,31,0,0
16.82692,29,1,1
5.769231,28,0,1
5.769231,30,1,0
14.32079,31,1,0
19.23077,32,0,0
19.23077,29,1,1
16.92308,31,1,0
22.11539,32,0,1
13.31361,34,1,1
24.03846,33,0,1
15.93407,25,1,1
16.82692,30,0,1
16.48352,27,0,0
11.53846,26,0,0
12.98077,29,1,0
17.1875,32,0,0
8.547009,32,0,0
20.43269,30,0,1
31.19658,31,0,1
13.33333,34,0,0
43.84615,34,1,1
11.05769,31,0,0
19.23077,34,1,1
24.03846,33,0,0
15.38461,29,0,0
12.5,28,0,0
23.50427,34,1,1
14.42308,29,0,0
19.23077,33,1,0
18.26923,29,0,1
21.63461,32,0,1
41.34615,29,1,1
21.15385,26,1,1
16.02564,29,1,1
31.25,30,0,1
25.48077,31,0,1
12.82051,25,1,1
19.23077,32,0,0
24.03846,26,1,1
33.65385,32,0,1
23.55769,32,0,0
25.64103,27,1,1
25.68376,27,1,1
30.76923,30,0,0
26.44231,33,1,0
13.1579,33,0,0
23.07692,34,1,1
16.82692,28,0,1
26.92308,30,0,0
15.86539,26,1,0
12.01923,31,0,0
19.23077,34,0,0
7.692307,29,1,0
12.08791,32,1,0
16.82692,25,0,0
11.53846,29,1,1
19.23077,27,0,1
27.04082,27,1,1
23.38877,27,0,1
7.211538,28,1,0
25.48077,26,1,1
6.25,29,1,0
4.807693,34,1,0
8.653846,27,0,0
12.98077,29,0,0
11.53846,33,1,1
9.134615,25,0,0
16.48352,28,1,1
10.57692,29,0,0
12.98077,26,0,0
33.28402,27,0,1
13.46154,26,0,0
8.244898,32,1,0
9.615385,34,0,0
4.166667,26,0,1
13.18681,29,0,0
8,33,1,0
14.42308,26,0,0
8.653846,28,0,0
16.92308,31,0,0
11.98718,31,1,1
11.53846,34,0,0
22.35577,34,1,1
28.84615,32,1,1
9.134615,27,0,0
23.07692,34,1,0
8,30,1,0
9.34829,33,0,0
10,30,0,0
2.8125,28,0,0
10.57692,33,0,0
18.18182,25,0,0
5,26,0,0
9.615385,25,0,1
14.46886,31,0,0
15.38461,32,0,0
19.23077,33,0,0
22.18935,34,0,1
12.94118,30,0,0
15.38461,25,1,0
6.592789,27,1,0
24.57265,32,1,1
12.98077,27,0,0
15.2972,32,0,0
12.4359,25,1,0
23.07692,28,0,0
16.82692,32,0,1
12.01923,28,0,0
7.692307,28,1,0
9.615385,30,0,0
20.43269,31,0,0
10.57692,31,1,0
10.76,28,0,0
12.74039,34,1,0
12.98077,25,1,0
6.25,26,0,0
36.05769,34,0,1
24.03846,34,1,1
19.23077,30,0,0
25.96154,31,0,0
19.23077,25,1,0
9.615385,29,1,1
28.84615,34,0,0
11.05769,33,0,0
11.53846,25,1,1
19.23077,29,1,1
17.78846,33,0,1
19.23077,29,1,1
18.65385,28,1,1
14.42308,30,0,0
17.78846,34,0,0
34.72222,31,0,0
21.63461,29,0,1
38.46154,28,1,1
22.11539,34,1,1
5.079327,31,0,1
17.78846,34,0,0
14.42356,28,1,1
14.42308,26,1,1
49.51923,29,1,1
6.237006,28,1,1
13.46154,25,1,0
7.211538,33,0,0
26.44231,30,1,1
23.93162,30,0,1
19.23077,29,1,0
19.23077,31,1,1
18.26923,34,0,0
34.61538,34,0,1
13.46154,33,1,1
28.84615,30,1,1
24.03846,31,0,1
12.98077,29,0,0
24.03846,29,0,0
12.5,25,1,0
28.84615,26,1,1
26.92308,26,1,1
14.18269,26,1,1
10.25641,28,0,1
13.75,26,0,1
15,34,0,0
12.4,30,1,0
15.86539,28,0,1
17.78846,25,0,1
26.44231,33,0,1
8.173077,31,1,0
15,27,0,0
19.23077,30,1,1
27.30769,33,1,1
15.38461,26,0,0
18.26923,34,1,0
11.96581,32,0,0
34.61538,30,0,1
14.65812,25,1,1
18.26923,25,1,1
6.730769,26,0,0
12.30769,27,0,1
8.75,30,0,0
6.730769,28,1,0
24.03846,31,0,1
21.63461,34,1,1
18.46154,29,0,1
20.67308,32,0,0
26.92308,30,0,1
19.23077,32,1,1
9.615385,30,0,0
26.92308,29,1,1
18.26923,30,0,0
14.05325,28,0,1
9.25,34,1,0
24.03846,31,1,1
10.57692,30,1,1
15,29,0,0
12.98077,31,1,1
18.50961,26,0,1
14.42308,34,1,0
2.863248,26,0,0
34.18803,30,0,0
9.89011,33,1,1
7.820513,30,0,0
6.923077,27,0,0
9.615385,25,0,0
16.82692,30,0,1
12.30769,32,1,1
7.692307,32,1,0
15.38461,34,1,1
19.71154,29,1,1
7.211538,30,0,1
14.42308,33,1,1
16.53846,27,0,0
11.53846,29,0,0
27.40385,32,0,0
15.73077,32,1,0
39.44872,29,0,0
27.23776,30,0,1
19.23077,34,1,0
9.615385,27,1,1
24.23077,30,0,0
21.15385,31,1,1
10.39501,33,1,0
18.07692,30,0,0
14.42308,33,0,0
13.24786,26,0,0
26.49573,27,0,0
26.44231,27,0,0
11.53846,25,0,0
12.5,28,1,0
31.25,27,1,1
20,29,0,1
21.39423,30,0,1
16.825,34,1,1
17.30769,28,0,0
36.05769,34,0,1
25.30364,34,1,1
7.211538,27,0,1
12.98077,25,1,1
13.46154,28,1,1
22.11539,26,0,1
7.692307,28,1,0
27.47253,33,0,0
16.11227,29,1,0
14.42308,28,1,1
18.26923,33,0,1
15.38461,29,1,0
19.71154,28,1,0
17.15976,30,1,1
19.23077,34,1,1
5.5,34,0,0
28.84615,34,1,1
21.63461,33,0,1
19.23077,34,0,1
18.26923,28,1,1
20.34024,29,1,1
17.03297,31,1,1
31.25,26,1,1
48.07692,25,1,1
11.53846,28,0,0
13.46154,28,1,0
18.75,30,1,0
12.98077,29,1,1
13.46154,26,0,1
19.23077,29,1,1
10,27,0,1
20.19231,30,1,1
18.16239,26,0,0
24.03846,34,1,0
7.692307,27,1,0
31.25,33,0,0
18.58974,32,0,0
38.46154,30,1,1
10.23077,28,1,1
24.03846,27,1,1
30.36437,30,0,1
14.42308,32,0,0
24.03846,34,1,1
10,26,0,0
16.34615,33,0,0
8.241758,34,0,0
12.01923,30,1,0
14.23373,25,1,0
6.25,28,1,0
13.46154,25,1,1
24.03846,32,0,1
13.51351,26,0,0
19.8718,29,0,1
15.86539,34,0,0
5.244755,28,1,1
15.38461,26,1,1
16.82692,33,0,0
18.26923,30,0,1
10.68376,29,0,1
14.42308,34,1,1
14.25,27,1,1
20.19231,34,1,1
28.84615,33,0,1
14.95726,32,1,1
15.38461,27,1,1
20.94017,34,0,1
16.19823,29,0,0
53.4188,30,0,1
14.42308,32,0,0
25,33,1,1
10.57692,30,0,0
11.05769,25,1,1
19.78022,32,1,0
7.211538,28,0,0
17.30769,25,0,1
42.73504,32,0,1
17.30769,26,0,0
9.615385,28,0,0
25.44379,34,1,1
16.82692,32,1,0
12.25275,34,0,1
20.34024,27,0,0
21.36752,27,1,1
18.75,32,0,1
14.47368,30,1,1
25.30364,25,0,0
19.23077,33,0,1
11.09467,31,1,1
23.03922,34,1,1
12.30769,30,0,0
13.63636,27,0,0
45.67308,32,0,1
31.25,28,0,0
10.09615,34,1,0
12.01923,33,1,0
28.84615,32,0,1
36.32479,33,0,1
7.692307,30,0,0
16.82692,28,1,1
26.15385,29,0,1
29.23077,31,1,1
19.23077,28,0,0
36.05769,33,0,1
23.84615,31,0,1
27.30769,32,1,1
17.78846,33,0,1
20.57692,32,0,0
11.11111,34,1,1
15.86539,33,1,1
2.708333,32,1,0
12.01923,33,0,0
12.5,30,1,1
31.25,28,0,1
11.53846,27,0,0
11.53846,27,0,0
8.173077,27,1,0
5.547337,25,0,0
11.53846,31,1,1
19.23077,29,1,1
7.211538,28,1,0
13.02885,27,1,1
20.83333,27,0,1
12.01923,28,0,0
12.01923,26,0,0
16.82692,25,0,0
13.22115,26,0,0
8.307693,25,0,0
9.553846,25,1,0
16.34615,33,0,0
14.42308,33,1,0
16.82692,29,0,0
15.44118,32,0,0
12.17949,31,0,0
9.134615,28,1,1
57.69231,25,0,0
23.55769,34,0,0
11.53846,27,0,1
8.241758,33,0,1
13.46154,26,1,1
11.21795,26,0,1
4.807693,26,1,0
13.94231,29,0,0
23.07692,30,0,0
17.30769,26,0,1
17.78846,33,1,0
9.615385,33,1,0
8.653846,34,0,0
16.34615,26,0,0
11.15385,28,0,0
11.05769,25,0,0
11.53846,29,1,1
18.07692,31,0,0
18.80342,32,0,1
16.78357,33,1,1
5.769231,28,1,1
4.807693,34,0,1
28.84615,31,0,0
16.46106,28,0,1
13.04086,27,1,0
6.410256,32,0,0
15.86539,32,1,1
12.01923,31,1,0
15.73427,30,0,0
14.95726,32,1,1
12.14575,33,1,0
18.26923,31,1,1
14.15598,29,0,0
2.163461,31,1,0
14.42308,29,0,0
14.42308,28,1,1
9.340659,26,1,0
11.53846,33,1,0
12.85714,28,0,0
12.01923,26,1,1
6.25,25,0,0
37.41259,25,1,0
12.94379,26,0,1
17.30769,31,0,1
25,25,1,1
13.46154,30,0,0
18.21862,25,1,1
8.173077,25,0,1
17.30769,25,1,0
13.46154,32,0,0
9.586057,29,1,1
22.59615,27,1,0
10.57692,26,0,0
12.82051,26,1,0
15.86539,26,1,0
6.153846,29,0,0
7.211538,31,1,1
28.84615,27,0,0
5.769231,25,1,0
10.68376,30,1,0
11.96581,27,0,0
14.42308,26,0,1
5.769231,27,1,1
14.42308,34,0,0
11.53846,27,1,1
19.80769,25,0,1
20.76923,26,0,1
23.07692,29,0,1
22.77328,27,1,1
25.96154,27,0,1
19.71154,29,1,1
6.444445,25,1,1
11.53846,25,0,1
13.18681,26,1,0
19.23077,34,1,1
31.13942,33,0,1
12.5,25,1,1
12.01923,34,0,1
18.46154,34,0,1
16.94711,25,1,1
43.26923,30,0,0
9.615385,26,0,0
46.92308,33,0,1
9.615385,30,0,0
10.98901,34,1,1
18.99039,25,1,1
11.53846,33,1,1
15.19567,27,0,1
14.30144,25,1,1
14.42308,30,0,0
6.410256,28,1,1
10.44087,27,1,1
11.53846,27,1,1
12.98077,27,0,0
24.03846,30,1,0
6.730769,31,0,0
23.55769,31,0,1
30.76923,30,1,1
7.692307,27,1,0
25,34,0,0
12.39316,32,1,1
18.26923,30,1,1
9.615385,26,1,0
29.5858,26,1,1
18.31502,31,0,0
3.725961,33,1,0
5.769231,33,1,0
9.134615,33,0,0
11.53846,34,1,0
47.00855,25,1,1
13.46154,25,0,0
40.86538,32,0,1
21.15385,29,1,0
28.84615,26,0,0
16.82692,32,1,0
38.46154,32,0,1
12.5,31,0,0
30.76923,34,0,1
16.82692,30,1,1
10.68376,31,1,1
37.01923,26,0,1
7.692307,27,0,0
41.34615,31,1,1
5.769231,31,1,0
10.17188,26,1,1
17.94872,27,0,1
14.95726,30,1,1
14.42308,32,1,1
11.53846,29,1,1
12.98077,28,1,0
19.23077,33,0,0
20.19231,32,0,1
35.57692,29,1,1
36.53846,32,1,1
32.21154,28,0,1
12.5,29,1,1
14.10256,25,0,1
4.807693,31,0,0
11.80556,33,0,0
5.769231,27,0,0
8.653846,26,0,0
11.53846,25,1,0
23.55769,28,1,1
22.11298,27,1,1
8.653846,27,0,0
14.42308,33,1,0
14.42308,31,0,0
15.38461,29,0,0
8.895192,28,1,0
16.02564,32,0,0
22.11539,30,1,0
11.5,30,0,1
11.53846,26,1,1
12.88461,32,0,0
12.5,28,1,0
5.384615,25,1,0
4.653846,29,0,1
14.42308,34,1,0
15,25,1,0
12.5,25,0,0
15,34,1,0
12.5,33,0,0
12.98077,30,1,0
19.23077,33,0,0
16.82692,34,1,1
5,27,1,0
12.01923,27,0,0
16.48352,31,1,1
17.30769,26,0,1
15.38461,27,1,0
10.98901,25,1,0
10.57692,30,1,0
9.615385,32,0,0
7.451923,29,0,0
5.769231,30,0,0
21.36752,34,0,1
33.65385,29,1,0
17.30769,34,0,1
19.23077,30,1,0
19.23077,29,1,1
43.26923,33,0,1
9.615385,30,1,0
12.5,34,0,0
21.63461,32,0,0
20.19231,34,1,1
22.11539,30,0,0
10.57692,33,1,0
2.644231,28,0,0
24.03846,29,0,1
6.730769,28,1,0
18.26923,30,1,1
12.01923,32,0,1
14.90385,25,1,0
16.15385,33,0,1
14.90385,33,1,1
28.21587,34,0,0
8.798077,29,0,0
10.68606,33,1,0
10.68376,33,1,0
14.77781,31,0,0
25,30,0,0
8.653846,30,1,0
38.46154,32,1,0
19.43077,33,0,1
19.71154,34,0,0
12.5,32,1,0
12.01923,30,1,1
9.615385,34,1,1
24.03846,26,0,1
18.68132,34,0,1
26.44231,32,0,0
12.5,29,0,0
17.94872,32,0,1
20.19231,29,1,0
12.01923,30,1,0
8.956044,25,0,0
26.31579,29,1,1
20.67308,30,0,0
16.82692,33,1,0
24.03846,31,0,1
4.855769,25,0,1
9.005769,28,1,0
17.30769,27,1,1
10.68376,28,0,1
8.333333,34,1,0
18.50427,26,0,1
17.69231,34,0,1
11.53846,27,1,0
21.20192,31,1,0
10.57692,32,0,0
19.23077,34,0,1
24.23077,27,0,0
21.63461,25,1,1
13.26923,32,1,0
11.53846,32,1,0
18.26923,31,1,1
12.5,32,0,0
9.615385,31,1,0
10.25641,34,1,1
25.72115,25,1,1
33.17308,29,0,1
19.23077,27,1,1
9.82906,30,0,1
18.26923,30,1,1
14.42308,31,0,0
11.09467,26,1,0
9.615385,30,0,0
8.173077,29,1,0
5.538462,33,0,0
10,33,1,0
16.82692,29,0,0
8.974359,32,0,1
5.769231,25,0,0
48.07692,28,0,1
26.44231,26,0,1
24.03846,26,0,1
12.01923,28,1,0
31.73077,28,0,1
7.692307,29,0,0
8.791209,27,1,0
4.273626,29,0,0
14.90385,29,1,1
10.57692,34,1,0
17.78846,32,1,0
16.34615,27,1,1
33.84615,34,1,1
19.23077,29,0,0
27.88461,32,1,1
19.23077,25,1,1
10.85973,30,0,1
12.01923,32,1,1
13,25,0,1
11.05769,29,1,0
11.53846,33,0,0
24.03846,27,0,1
16.48352,33,1,1
12.01923,33,0,0
12.5,27,0,1
35.58791,28,0,1
13.94231,31,1,0
40.86538,29,0,1
24.03846,32,0,0
44.23077,29,1,1
6.593407,25,0,0
13.66397,27,1,0
11.53846,30,1,0
15,34,0,0
20.19231,29,1,0
18.22917,29,0,0
12.01923,29,0,0
7.692307,25,0,1
12.01923,33,0,0
13.3547,32,1,1
39.74359,28,0,1
7.8125,34,0,0
10.68376,31,1,0
12.01923,28,0,0
17.48252,28,0,0
33.17308,26,1,1
20.19231,34,1,1
14.95726,27,0,0
10.96154,25,0,0
25,30,0,0
6.162465,33,0,1
14.95726,33,0,1
14.90385,30,0,1
9.615385,27,0,0
24.78633,32,0,1
25,30,0,1
19.23077,31,0,1
15.38461,27,1,1
20.67308,28,1,1
14.42308,25,0,1
16.10577,25,1,1
14.90385,29,1,1
9.615385,33,1,1
22.11539,33,1,1
19.95192,25,0,0
15,27,0,1
15,26,1,0
15.05017,27,0,1
9.615385,31,1,0
8.333333,25,1,0
7.692307,28,0,0
8.173077,33,1,0
12.98077,33,0,0
38.46154,33,0,1
24.12587,33,0,0
13.67521,33,1,1
20.08547,26,0,0
8.87574,31,0,1
26.44231,28,0,0
6.410256,27,1,0
16.82692,31,1,0
24.03846,30,0,1
8.5,32,1,0
16.64201,26,1,1
17.5,25,0,1
12.74039,29,1,1
32.69231,34,0,1
33.84615,29,1,1
9.615385,27,1,0
47.00855,34,1,1
14.42308,25,0,1
7.5,34,1,0
10.7024,34,0,1
4.326923,31,1,1
25.48077,31,0,0
20.24291,29,0,1
16.82692,32,0,0
34.18803,31,0,0
14.42308,29,0,0
12.01923,26,0,0
14.42308,34,0,0
12.14575,26,0,0
15.46823,27,0,0
5.092593,25,0,1
16.70673,31,1,1
13.46154,26,1,0
14.42308,26,1,0
7.211538,26,0,0
9.473684,29,1,0
26.44231,31,0,1
7.211538,25,0,1
12.01923,29,0,1
18.69658,29,1,1
12.91209,33,0,0
14.42308,28,0,1
32.05128,25,1,1
10.44087,26,1,1
12.01923,25,0,0
12.01923,25,0,0
6.25,34,1,0
27.40385,32,1,1
12.82051,27,1,0
26.44231,27,0,0
12.01923,31,1,0
6.043956,26,0,1
9.615385,28,0,1
10,28,0,0
9.711538,25,1,0
9,25,0,1
27.11539,31,0,1
24.78633,29,1,1
15.38461,32,1,0
10.57692,28,0,0
22.18935,34,0,1
10.09615,25,1,0
14.53846,25,0,1
26.44231,28,1,1
9.615385,32,1,0
20.19231,29,0,1
9.615385,26,0,0
16.82692,25,1,0
6.923077,33,1,0
7.991453,34,1,0
19.23077,31,0,1
12.5,34,1,1
17.09402,30,0,0
24.03846,25,0,1
3.846154,26,1,1
19.23077,26,0,0
6.410256,33,0,0
19.11111,25,1,1
20.08547,33,0,1
11.05769,28,1,1
28.84615,26,0,1
13.46154,25,0,0
9.615385,32,0,0
7,33,0,0
16.82692,27,1,1
18.83013,30,0,0
16.82692,26,0,0
14.42308,26,0,0
15.38461,28,1,0
21.63461,33,1,0
17.53394,30,0,1
11.21795,34,0,0
12.01923,32,1,0
31.25,32,1,1
39.90385,25,0,0
14.01099,34,0,0
28.84615,30,0,1
20.19231,29,0,1
10.57692,26,0,0
9.615385,25,0,0
12.98077,33,0,0
10.09615,32,1,0
24.03846,32,0,0
8.977404,31,1,1
13.46154,34,0,1
20.43269,27,1,1
7.211538,28,1,0
10.09615,25,0,1
12.01923,25,0,0
8.547009,29,0,0
12.01923,33,1,0
18.75,34,0,1
16.22596,33,0,0
16.82692,25,0,0
9.615385,30,0,0
10.09615,25,0,1
9.615385,32,0,0
20.51282,29,0,0
13.62179,25,1,0
27.47253,34,0,1
17.30769,29,1,1
36.92308,31,0,1
7.211538,26,1,0
21.15385,33,0,1
40.38462,30,0,1
59.13462,33,0,1
13.94231,33,1,1
10.41667,33,0,0
33.56643,31,0,1
15.86539,33,1,1
13.94231,25,1,0
24.03846,34,1,1
14.42308,29,1,1
13.94231,30,1,0
27.40385,31,0,0
16.82692,29,1,0
9.615385,25,1,0
15.38461,31,1,0
5.538462,29,0,1
12.98077,34,1,0
11,27,1,1
15.38461,31,0,1
27.40385,29,0,1
2.403846,29,0,0
20.67308,34,0,1
19.23077,30,0,1
18.75,30,1,1
12.27496,32,1,0
14.74359,28,0,1
21.63461,30,0,1
12.01923,25,1,1
33,33,0,1
26.47059,30,0,0
25.48077,27,0,0
12.82051,31,1,1
22.11539,30,1,1
14.90385,31,0,0
18.18182,32,0,0
10.91346,25,1,1
20,30,0,0
7.766272,27,1,0
15.38461,33,0,0
50.39286,32,0,0
3.365385,33,0,0
25.18315,25,0,1
19.23077,25,0,1
14.42308,28,1,1
24.03846,30,1,1
15.38461,28,0,1
17.66091,30,1,1
5.769231,32,1,0
12.01923,34,1,0
17.30769,29,0,0
10.76923,27,1,1
8.285417,28,0,0
11.44689,32,0,1
10.66667,28,0,1
11.45914,31,1,1
20.38461,33,0,0
7.692307,30,0,1
17.30769,34,1,0
11.77885,31,1,0
32.05128,33,0,0
8.653846,27,1,0
24.03846,31,0,0
10.09615,28,1,0
8.653846,25,0,0
12.92308,28,1,0
38.46154,33,1,1
21.63461,31,1,1
21.15385,26,1,0
4.807693,28,1,0
